,title,address,date_added,bedroom,bathroom,toilet,parking_space,price
716,3 bedroom flat for rent,"Gateway Zone Gra Phase 1, Magodo, Lagos",Added on 30 Oct 2020,1,2,4,,2000000.00
717,1 bedroom mini flat for rent,"Lekki, Lagos",Added on 30 Oct 2020,1,3,4,,1500000.00
718,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,3,2,,1800000.00
719,2 bedroom flat for rent,"Jakande, Lekki, Lagos",Added on 29 Oct 2020,1,2,3,,2300000.00
720,2 bedroom flat for rent,"Ologolo, Lekki, Lagos",Added on 29 Oct 2020,1,3,1,,1800000.00
721,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,3,4,,2500000.00
722,4 bedroom flat for rent,"Ikota Villa Estate, Lekki, Lagos",Added on 27 Oct 2020,2,3,2,,4000000.00
723,2 bedroom flat for rent,"Startimes Estate, Isolo, Lagos",Added on 29 Sep 2020,3,2,3,,600000.00
724,4 bedroom flat for rent,"Aptech Estate, Sangotedo, Ajah, Lagos",Added on 30 Oct 2020,2,4,3,,1200000.00
725,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,2,2,2,,3500000.00
726,1 bedroom mini flat for rent,"Thomas Estate, Ajah, Lagos",Added on 30 Oct 2020,3,3,2,,800000.00
727,Self contained (single rooms) for rent,"Opposite Thomas Estate Ado Road, Ajah, Lagos",Added on 30 Oct 2020,2,1,3,,260000.00
728,2 bedroom flat for rent,"Kings Way Road, Old Ikoyi, Ikoyi, Lagos",Added on 30 Oct 2020,3,1,2,,7000000.00
729,2 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 05 Jun 2020,3,3,4,,3000000.00
730,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 30 Oct 2020,1,2,4,,4000000.00
731,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Oct 2020,3,3,3,,2500000.00
732,2 bedroom flat for rent,"Ayigoro Street Back Of Prime Water Views, Ikate Elegushi, Lekki, Lagos",Added on 16 Oct 2020,1,3,3,,2200000.00
733,4 bedroom flat for rent,"Ocean Parade Towers, Banana Island, Ikoyi, Lagos",Added on 18 Jan 2020,4,3,4,,16000000.00
734,2 bedroom flat for rent,"Blenco, Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,1,3,4,,900000.00
735,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 29 Oct 2020,3,3,3,,400000.00
736,3 bedroom flat for rent,"Adebisi Oyenola Street, Igbo Efon, Lekki, Lagos",Added on 30 Oct 2020,3,3,5,,2000000.00
737,Self contained (single rooms) for rent,"Ikate Elegushi, Lekki, Lagos",Added on 30 Oct 2020,1,1,3,,600000.00
738,Self contained (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",Added on 30 Sep 2020,3,3,4,,900000.00
739,Self contained (single rooms) for rent,"Chevy View Estate, Lekki Expressway, Lekki, Lagos",Added on 30 Oct 2020,4,2,2,,900000.00
740,Self contained (single rooms) for rent,"Chevy View Estate, Lekki Expressway, Lekki, Lagos",Added on 21 Oct 2020,3,4,2,,750000.00
741,1 bedroom mini flat for rent,"Unity Estate, Badore, Ajah, Lagos",Added on 23 Oct 2020,2,3,4,,400000.00
742,1 bedroom mini flat for rent,"Silver Point Estate, Badore, Ajah, Lagos",Added on 30 Oct 2020,3,3,3,,500000.00
743,1 bedroom mini flat for rent,"Off Budland Akiode, Ojodu, Lagos",Added on 30 Oct 2020,3,1,4,,300000.00
744,Self contained (single rooms) for rent,"Platinum Estate, Badore, Ajah, Lagos",Added on 30 Oct 2020,2,2,3,,350000.00
745,Self contained (single rooms) for rent,"Seaside Estate, Badore, Ajah, Lagos",Added on 30 Oct 2020,2,2,4,,370000.00
746,2 bedroom flat for rent,"Allen, Ikeja, Lagos",Added on 02 Oct 2019,2,4,4,,600000.00
747,1 bedroom mini flat for rent,"Sangotedo, Ajah, Lagos",Added on 25 Aug 2020,3,2,4,,450000.00
748,Self contained (single rooms) for rent,"Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,3,3,4,,900000.00
749,Self contained (single rooms) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,2,3,1,,900000.00
750,3 bedroom flat for rent,"Parkview Estate, Ikoyi, Lagos",Added on 29 Oct 2020,3,2,4,,3000000.00
751,3 bedroom flat for rent,"Bode Thomas, Surulere, Lagos",Added on 23 Jul 2020,3,1,2,,2700000.00
752,3 bedroom flat for rent,"Phase 1 Isheri, GRA, Magodo, Lagos",Added on 21 Sep 2020,1,2,3,,2000000.00
753,1 bedroom flat for rent,"Idado, Lekki, Lagos",Added on 21 May 2020,4,4,3,,2000000.00
754,2 bedroom flat for rent,"Cement, Ikeja, Lagos",Added on 29 Oct 2020,3,3,3,,700000.00
755,Self contained (single rooms) for rent,"Spg Ologolo, Lekki, Lagos",Added on 29 Oct 2020,1,3,2,,450000.00
756,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,2,3,3,,3500000.00
757,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,3,1,3,,1800000.00
758,2 bedroom flat for rent,"Opp Lagos Business School, Ado, Ajah, Lagos",Added on 29 Oct 2020,3,3,4,,900000.00
759,3 bedroom flat for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,2,3,3,,3000000.00
760,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,3,2,4,,4000000.00
761,1 bedroom mini flat for rent,"Ikorodu, Lagos",Added on 29 Oct 2020,3,1,4,,200000.00
762,2 bedroom flat for rent,"Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,3,3,2,,1100000.00
763,2 bedroom flat for rent,"Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,2,3,1,,1300000.00
764,2 bedroom flat for rent,"Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,2,2,3,,1000000.00
765,3 bedroom flat for rent,"Phase 1, Magodo, Lagos",Added on 29 Oct 2020,3,2,3,,1900000.00
766,3 bedroom flat for rent,"Rumens/kingsway/abrahams Court, Old Ikoyi, Ikoyi, Lagos",Added on 29 Oct 2020,3,2,4,,7500000.00
767,2 bedroom flat for rent,"By Nike Art Gallery, Lekki, Lagos",Added on 09 Oct 2020,2,1,4,,2500000.00
768,3 bedroom flat for rent,"Road 2, Idado, Lekki, Lagos",Added on 29 Oct 2020,3,1,4,,1500000.00
769,3 bedroom flat for rent,"Off Orchid Road, Lafiaji, Lekki, Lagos",Added on 29 Oct 2020,3,1,2,,2800000000.00
770,1 bedroom mini flat for rent,"Off Abraham Adesanya Estate., Ajah, Lagos",Added on 29 Oct 2020,4,1,4,,1300000.00
771,2 bedroom flat for rent,"Osapa, Lekki, Lagos",Added on 29 Oct 2020,4,3,3,,3000000.00
772,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 29 Oct 2020,3,3,2,,30000000.00
773,2 bedroom flat for rent,"Sangotedo, Ajah, Lagos",Added on 29 Oct 2020,3,1,1,,1000000.00
774,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,4,1,3,,4500000.00
775,2 bedroom flat for rent,"Off Obafemi Awolowo Way, Allen, Ikeja, Lagos",Added on 29 Oct 2020,2,4,6,,1700000.00
776,1 bedroom mini flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 29 Oct 2020,3,4,2,,1800000.00
777,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,2,3,3,,3500000.00
778,2 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 29 Oct 2020,1,3,2,,2500000.00
779,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 29 Oct 2020,3,2,2,,4000000.00
780,3 bedroom flat for rent,"Off Adetola, Aguda, Surulere, Lagos",Added on 29 Oct 2020,1,2,1,,1200000.00
781,3 bedroom flat for rent,"Odinyan Street Off Freedom Way, Lekki, Lagos",Added on 29 Oct 2020,3,3,1,,2500000.00
782,1 bedroom mini flat for rent,"Destiny Homes, Abijo, Lekki, Lagos",Added on 29 Oct 2020,1,4,2,,450000.00
783,3 bedroom flat for rent,"Off Chevron Drive, Lekki, Lagos",Added on 27 Oct 2020,3,1,4,,2800000.00
784,3 bedroom flat for rent,"Ifako, Gbagada, Lagos",Added on 29 Oct 2020,3,1,3,,1300000.00
785,3 bedroom flat for rent,"Ologolo, Lekki, Lagos",Added on 04 Jul 2020,2,1,1,,2500000.00
786,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 18 Aug 2020,3,1,1,,1500000.00
787,3 bedroom flat for rent,"United Estate, Ajah, Lagos",Added on 29 Oct 2020,3,3,4,,1000000.00
788,2 bedroom flat for rent,"By Nipco Filing Station, Oke Ira, Ajah, Lagos",Added on 29 Oct 2020,1,3,4,,550000.00
789,3 bedroom flat for rent,"22 Treasure Estate Lbs Lekki, Ajah, Lagos",Added on 29 Oct 2020,3,3,4,,1300000.00
790,2 bedroom flat for rent,"34 Happy Home Estate Lbs, Ajah, Lagos",Added on 29 Oct 2020,3,1,4,,1000000.00
791,3 bedroom flat for rent,"21 Wood Park Estate Lbs, Ajah, Lagos",Added on 29 Oct 2020,2,3,4,,1500000.00
792,1 bedroom mini flat for rent,"Westwood Estate, Badore, Ajah, Lagos",Added on 29 Oct 2020,2,3,4,,800000.00
793,2 bedroom flat for rent,"17 Golden Gate Estate Lbs, Ajah, Lagos",Added on 12 Oct 2020,1,2,3,,1200000.00
794,2 bedroom flat for rent,"Scheme 2 Off Ogombo Road, Ajah, Lagos",Added on 28 Oct 2020,3,3,3,,1500000.00
795,3 bedroom flat for rent,"Thomas Estate, Ajah, Lagos",Added on 03 Oct 2020,3,3,4,,1500000.00
796,2 bedroom flat for rent,"Marwa, Lekki Phase 1, Lekki, Lagos",Added on 05 Oct 2020,1,3,5,,3800000.00
797,3 bedroom flat for rent,"Spg, Ologolo, Lekki, Lagos",Added on 29 Oct 2020,1,2,2,,1200000.00
798,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,2,2,1,,3500000.00
799,3 bedroom flat for rent,"Bode Thomas Street, Palmgrove, Ilupeju, Lagos",Added on 16 Oct 2020,3,1,2,,1000000.00
800,1 bedroom flat for rent,"Lekki, Lagos",Added on 08 Oct 2020,3,1,1,,1300000.00
801,2 bedroom flat for rent,"Fidoso Estate, Abijo, Lekki, Lagos",Added on 29 Oct 2020,2,1,4,,1000000.00
802,4 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 04 Oct 2020,3,2,4,,
803,3 bedroom flat for rent,"Agungi, Lekki, Lagos",Added on 29 Oct 2020,3,3,4,,1500000.00
804,3 bedroom flat for rent,"Marwa, Lekki Phase 1, Lekki, Lagos",Added on 29 Oct 2020,3,1,1,,2800000.00
805,3 bedroom flat for rent,"Off Adetola Road, Aguda, Surulere, Lagos",Added on 20 Oct 2020,4,1,4,,1200000.00
806,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,3,4,,3000000.00
807,1 bedroom mini flat for rent,"Opposite Hot Bread, Sangotedo, Ajah, Lagos",Added on 18 Sep 2020,3,1,3,,700000.00
808,3 bedroom flat for rent,"Ademola Alabi Street Off Kudirat Abiola, Oregun, Ikeja, Lagos",Added on 28 Oct 2020,3,1,4,,1200000.00
809,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 28 Oct 2020,3,2,4,,10000000.00
810,2 bedroom flat for rent,"Heritage Estate, Ojodu, Lagos",Added on 28 Oct 2020,3,1,3,,450000.00
811,1 bedroom mini flat for rent,"Freedom Way, Ikate, Lekki, Lagos",Added on 28 Oct 2020,3,3,3,,1500000.00
812,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,4,2,3,,3500000.00
813,2 bedroom flat for rent,"Oribanwa, Ibeju Lekki, Lagos",Added on 28 Oct 2020,3,2,1,,700000.00
814,1 bedroom mini flat for rent,"Oribanwa, Ibeju Lekki, Lagos",Added on 28 Oct 2020,1,2,1,,600000.00
815,2 bedroom flat for rent,"Osapa, Lekki, Lagos",Added on 28 Oct 2020,3,2,2,,1700000.00
816,1 bedroom mini flat for rent,"Palmgrove, Shomolu, Lagos",Added on 04 May 2019,2,3,2,,550000.00
817,1 bedroom mini flat for rent,"Before Blenco, Sangotedo, Ajah, Lagos",Added on 28 Oct 2020,3,2,1,,700000.00
818,Self contained (single rooms) for rent,"Ado Road, Ajah, Lagos",Added on 19 Aug 2020,3,1,4,,200000.00
819,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 28 Oct 2020,2,1,2,,400000.00
820,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,1,3,2,,1500000.00
821,3 bedroom flat for rent,"Agungi, Lekki, Lagos",Added on 28 Oct 2020,2,1,4,,2000000.00
822,3 bedroom flat for rent,"Adetola Road, Aguda, Surulere, Lagos",Added on 28 Oct 2020,2,1,1,,1000000.00
823,Self contained (single rooms) for rent,"Onike, Yaba, Lagos",Added on 28 Oct 2020,3,4,1,,600000.00
824,Self contained (single rooms) for rent,"Royal Palm Will Estate, Badore, Ajah, Lagos",Added on 28 Oct 2020,3,1,3,,300000.00
825,4 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 28 Oct 2020,3,3,1,,15000000.00
826,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 26 Aug 2019,1,3,4,,13000000.00
827,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 28 Oct 2020,3,1,3,,8000000.00
828,3 bedroom flat for rent,"Carlton Gate Estate Chevron.., Lekki, Lagos",Added on 28 Oct 2020,4,4,3,,2500000.00
829,3 bedroom flat for rent,"Orchid Way, Lekki, Lagos",Added on 28 Oct 2020,3,3,3,,3500000.00
830,3 bedroom flat for rent,"Eputu, Ibeju Lekki, Lagos",Added on 27 Sep 2020,3,2,3,,800000.00
831,2 bedroom flat for rent,"Main Eputu Town Road, Eputu, Ibeju Lekki, Lagos",Added on 21 Sep 2020,3,3,4,,650000.00
832,2 bedroom flat for rent,"Jakande, Lekki, Lagos",Added on 27 Oct 2020,2,3,2,,2300000.00
833,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 24 Aug 2020,2,2,1,,5000000.00
834,4 bedroom flat for rent,"Eputu, Ibeju Lekki, Lagos",Added on 28 Oct 2020,3,2,1,,800000.00
835,1 bedroom mini flat for rent,"Not Far From Skymall, Sangotedo, Ajah, Lagos",Added on 28 Oct 2020,4,2,4,,700000.00
836,Self contained (single rooms) for rent,"Ararumi, Behind Abraham Adesanya, Ajiwe, Ajah, Lagos",Added on 28 Oct 2020,3,3,1,,250000.00
837,1 bedroom mini flat for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,3,1,,1800000.00
838,Self contained (single rooms) for rent,"Idado, Lekki, Lagos",Added on 28 Oct 2020,1,2,5,,450000.00
839,Self contained (single rooms) for rent,"Off Hakeem Dickson Road, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,1,3,4,,650000.00
840,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,1,1,4,,3500000.00
841,3 bedroom flat for rent,"Spg Road, Ologolo, Lekki, Lagos",Added on 30 Sep 2020,3,4,1,,2600000.00
842,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,1,4,,3500000.00
843,Self contained (single rooms) for rent,"Salem, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,1,4,,650000.00
844,3 bedroom flat for rent,"By Igbo Efon Traffic Light, Ologolo, Lekki, Lagos",Added on 28 Oct 2020,3,3,3,,2600000.00
845,3 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 28 Oct 2020,3,1,4,,4500000.00
846,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 21 Oct 2020,3,1,4,,2500000.00
847,3 bedroom flat for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,2,3,,2700000.00
848,3 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 28 Oct 2020,3,3,3,,5500000.00
849,2 bedroom flat for rent,"Ibadan Street By Bola Street. Close To 3rd Mainland, Ebute Metta East, Yaba, Lagos",Added on 29 Aug 2020,3,3,3,,700000.00
850,2 bedroom flat for rent,"Marshill Estate Along Addo Road, Ajah, Lagos",Added on 01 May 2020,2,2,3,,750000.00
851,2 bedroom flat for rent,"Ajah, Lagos",Added on 17 May 2020,2,1,3,,1200000.00
852,Self contained (single rooms) for rent,"Itedo, Off Freedom Way, Lekki, Lagos",Added on 31 Jul 2019,3,3,3,,1500000.00
853,2 bedroom flat for rent,"Off At Finbarrs Road, Akoka, Yaba, Lagos",Added on 28 Sep 2020,3,1,4,,700000.00
854,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 27 Oct 2020,3,3,2,,1800000.00
855,1 bedroom mini flat for rent,"Itedo, Off Freedom Way, Lekki Phase 1, Lekki, Lagos",Added on 28 Oct 2020,3,3,5,,1800000.00
856,Self contained (single rooms) for rent,"Close To Unilag Second Gate, Onike, Yaba, Lagos",Added on 28 Oct 2020,1,2,1,,420000.00
857,3 bedroom flat for rent,"Off Ahmadu Bello Way, Victoria Island (VI), Lagos",Added on 27 Oct 2020,3,3,1,,13000000.00
858,1 bedroom mini flat for rent,"Ologolo, Lekki, Lagos",Added on 27 Oct 2020,3,2,4,,1500000.00
859,1 bedroom mini flat for rent,"Second Tollgate, Lekki Phase 2, Lekki, Lagos",Added on 27 Oct 2020,3,3,1,,1000000.00
860,3 bedroom flat for rent,"Southernview Estate, Lekki, Lagos",Added on 27 Oct 2020,3,3,2,,1700000.00
861,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 15 Oct 2020,4,4,3,,400000.00
862,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 27 Oct 2020,1,4,4,,400000.00
863,2 bedroom flat for rent,"Oniru, Victoria Island (VI), Lagos",Added on 27 Oct 2020,2,3,4,,2400000.00
864,Self contained (single rooms) for rent,"Lekki Peninsula Scheme 2, By Abraham Adesanya, Ajah, Lagos",Added on 27 Oct 2020,1,3,2,,350000.00
865,3 bedroom flat for rent,"Banana Island, Ikoyi, Lagos",Added on 27 Oct 2020,3,3,1,,11000000.00
866,2 bedroom flat for rent,"Aptech, Ajah, Lagos",Added on 27 Oct 2020,3,2,4,,1200000.00
867,2 bedroom flat for rent,"Apteach Estate, Lekki, Lagos",Added on 27 Oct 2020,4,3,1,,1200000.00
868,3 bedroom flat for rent,"Ado Road, Ado, Ajah, Lagos",Added on 27 Oct 2020,4,2,4,,1300000.00
869,2 bedroom flat for rent,"Ologolo, Lekki, Lagos",Added on 23 Sep 2020,5,2,4,,1500000.00
870,3 bedroom flat for rent,"Phase 2, Shangisha, GRA, Magodo, Lagos",Added on 27 Oct 2020,2,3,3,,2000000.00
871,3 bedroom flat for rent,"Off Abule Nla Road, Costain, Yaba, Lagos",Added on 13 Oct 2020,3,1,4,,1000000.00
872,1 bedroom mini flat for rent,"Ikeja GRA, Ikeja, Lagos",Added on 14 Feb 2020,1,3,3,,1300000.00
873,Self contained (single rooms) for rent,"By Fourpoints Hotel, Oniru, Victoria Island (VI), Lagos",Added on 06 Jun 2020,1,3,4,,2000000.00
874,3 bedroom flat for rent,"Oniru Estate, Oniru, Victoria Island (VI), Lagos",Added on 06 Jun 2020,3,1,4,,4000000.00
875,Self contained (single rooms) for rent,"21, Ameen Street Abule Oja, Yaba, Lagos",Added on 10 Jun 2020,1,2,5,,600000.00
876,1 bedroom mini flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 16 Jun 2020,2,3,5,,1500000.00
877,Self contained (single rooms) for rent,"Off Adebimpe Street, Lekki Phase 1, Lekki, Lagos",Added on 20 Jun 2020,2,2,4,,1200000.00
878,4 bedroom flat for rent,"Kingsway Road, Old Ikoyi, Ikoyi, Lagos",Added on 20 Jun 2020,2,3,4,,9000000.00
879,1 bedroom mini flat for rent,"Off Adebimpe Street, Lekki Phase 1, Lekki, Lagos",Added on 10 Jul 2020,3,3,3,,1300000.00
880,3 bedroom flat for rent,"Lekki Phase 2, Lekki, Lagos",Added on 27 Oct 2020,3,1,3,,2500000.00
881,3 bedroom flat for rent,"Off Olabanji Olajide Street, Lekki Phase 1, Lekki, Lagos",Added on 27 Oct 2020,3,3,4,,3500000.00
882,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 27 Oct 2020,3,3,3,,400000.00
883,1 bedroom mini flat for rent,"Destiny Homes Estate, Abijo, Lekki, Lagos",Added on 13 Nov 2019,3,1,2,,350000.00
884,3 bedroom flat for rent,"Ikate, Lekki, Lagos",Added on 27 Oct 2020,3,3,3,,1700000.00
885,4 bedroom flat for rent,"Glory Estate, Ifako, Gbagada, Lagos",Added on 27 Oct 2020,3,1,1,,2600000.00
886,3 bedroom flat for rent,"Parkview, Ikoyi, Lagos",Added on 20 Oct 2020,2,3,4,,7000000.00
887,2 bedroom flat for rent,"Okota, Ago Palace, Isolo, Lagos",Added on 27 Oct 2020,1,1,3,,700000.00
888,3 bedroom flat for rent,"Ikate Elegushi, Lekki, Lagos",Added on 19 Mar 2020,3,4,1,,4000000.00
889,3 bedroom flat for rent,"Lekki Right, Lekki, Lagos",Added on 27 Oct 2020,1,3,3,,3500000.00
890,2 bedroom flat for rent,"Peninsular Gardens Estate, Sangotedo, Ajah, Lagos",Added on 27 Oct 2020,3,1,4,,1200000.00
891,2 bedroom flat for rent,"Peninsular Gardens Estate, Sangotedo, Ajah, Lagos",Added on 27 Oct 2020,3,1,3,,1200000.00
892,2 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 27 Oct 2020,3,2,4,,3500000.00
893,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 27 Oct 2020,3,3,4,,4000000.00
894,3 bedroom flat for rent,"Awolowo Road, Falomo, Ikoyi, Lagos",Added on 27 Oct 2020,3,3,1,,4000000.00
895,2 bedroom flat for rent,"Residential Zone, Banana Island, Ikoyi, Lagos",Added on 27 Oct 2020,3,1,4,,9000000.00
896,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 28 Aug 2020,3,1,4,,3000000.00
897,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 21 Sep 2020,3,2,1,,3500000000.00
898,1 bedroom mini flat for rent,"Agungi, Lekki, Lagos",Added on 27 Oct 2020,3,3,3,,1200000.00
899,4 bedroom flat for rent,"Peace Garden Estate, Ifako, Gbagada, Lagos",Added on 10 Feb 2020,1,4,1,,2500000.00
900,Self contained (single rooms) for rent,"Banana Island Estate, Igbo Efon, Lekki, Lagos",Added on 21 Aug 2020,3,4,3,,800000.00
901,Self contained (single rooms) for rent,"Banana Island Estate, Igbo Efon, Lekki, Lagos",Added on 15 Oct 2020,2,5,1,,550000.00
902,3 bedroom flat for rent,"Off Alexander, Old Ikoyi, Ikoyi, Lagos",Added on 21 Aug 2020,1,4,4,,12000000.00
903,Self contained (single rooms) for rent,"By Dorren, Thomas Estate, Ajah, Lagos",Added on 21 Oct 2020,2,3,4,,400000.00
904,1 bedroom mini flat for rent,"Lbs, Sangotedo, Ajah, Lagos",Added on 03 Oct 2020,2,4,2,,850000.00
905,2 bedroom flat for rent,"Alagomeji, Alagomeji, Yaba, Lagos",Added on 27 Oct 2020,4,4,2,,1600000.00
906,3 bedroom flat for rent,"Agungi, Lekki, Lagos",Added on 27 Oct 2020,2,3,3,,2500000.00
907,3 bedroom flat for rent,"Chevron Drive, Lekki, Lagos",Added on 27 Oct 2020,3,4,4,,2500000.00
908,2 bedroom flat for rent,"Fidiso Estate, Abijo, Lekki, Lagos",Added on 26 Oct 2020,3,5,4,,1000000.00
909,Self contained (single rooms) for rent,"Greenville Estate, Agungi, Lekki, Lagos",Added on 26 Oct 2020,1,4,1,,500000.00
910,3 bedroom flat for rent,"Harmony Estate Owode Langbasa, Ajah, Lagos",Added on 26 Oct 2020,3,4,1,,1500000.00
911,Self contained (single rooms) for rent,"Agungi, Lekki, Lagos",Added on 26 Oct 2020,3,2,2,,550000.00
912,3 bedroom flat for rent,"1st Avenue, Banana Island, Ikoyi, Lagos",Added on 26 Oct 2020,2,4,4,,20000000.00
913,3 bedroom flat for rent,"Dideolu Estate,, Victoria Island (VI), Lagos",Added on 21 Mar 2019,2,3,4,,4000000.00
914,2 bedroom flat for rent,"2nd Avenue, Banana Island, Ikoyi, Lagos",Added on 21 Mar 2019,1,3,4,,10000000.00
915,2 bedroom flat for rent,"Iba, Ojo, Lagos",Added on 01 Aug 2019,3,1,5,,200000.00
916,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 07 Sep 2019,3,2,4,,8000000.00
917,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 14 Sep 2019,3,2,3,,10000000.00
918,2 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 08 Nov 2019,2,3,4,,6000000.00
919,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 25 Nov 2019,1,3,4,,8500000.00
920,3 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 03 Dec 2019,1,3,4,,8500000.00
921,4 bedroom flat for rent,"Old Ikoyi, Ikoyi, Lagos",Added on 17 Feb 2020,1,1,4,,15000000.00
922,4 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 04 Mar 2020,1,1,5,,18000000.00
923,3 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 26 Oct 2020,1,1,4,,12000000.00
924,3 bedroom flat for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",Added on 17 Jul 2020,1,1,4,,3500000.00
925,4 bedroom flat for rent,"Off Palace Road, Oniru, Victoria Island (VI), Lagos",Added on 26 Oct 2020,3,1,3,,3500000.00
926,2 bedroom flat for rent,"Victoria Island (VI), Lagos",Added on 21 Sep 2020,1,1,4,,4000000.00
927,3 bedroom flat for rent,"Off Isaac John, Ikeja GRA, Ikeja, Lagos",Added on 26 Oct 2020,1,4,4,,8000000.00
928,2 bedroom flat for rent,"Harmony Estate, Langbasa, Ajah, Lagos",Added on 26 Oct 2020,1,3,3,,650000.00
929,1 bedroom mini flat for rent,"Ogba, Ikeja, Lagos",Added on 09 Oct 2020,1,3,2,,500000.00
930,3 bedroom flat for rent,"Flobora Close, Ajao Estate, Isolo, Lagos",Added on 26 Oct 2020,3,1,3,,1300000.00
931,1 bedroom self contained (single rooms) for rent,"Chevron, Lekki, Lagos",Added on 26 Oct 2020,3,1,3,,700000.00
932,3 bedroom flat for rent,"Lekki Phase 1, Lekki, Lagos",Added on 26 Oct 2020,3,3,4,,4000000.00
933,1 bedroom mini flat for rent,"Ikota, Lekki, Lagos",Added on 28 Sep 2020,3,2,4,,2730000.00
934,Self contained (single rooms) for rent,"Sangotedo, Ajah, Lagos",Added on 26 Oct 2020,4,2,4,,250000.00
